#
#   VizieR Astronomical Server: vizier.cfa.harvard.edu	2009-01-09T21:25:23
#   (replaces the 'Astrores' format originally described at
#    http://vizier.u-strasbg.fr/doc/astrores.htx)
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	-ref=VOTx29957	
#INFO	-out.max=50000	

#RESOURCE=yCat_6049
#Name: VI/49
#Title: Constellation Boundary Data (Davenhall+ 1989)
#INFO	status=obsolete	
#Table	VI_49_bound_20:
#Name: VI/49/bound_20
#Title: Boundaries for 2000
#Column	RAJ2000	(A13)	Right ascension in decimal hours (J2000)	[ucd=?]
#Column	DEJ2000	(F11.7)	Declination in degrees (J2000)	[ucd=?]
#Column	con	(a4)	Constellation abbreviation	[ucd=?]
#Column	type	(A1)	[OI] Type of point (Original or Interpolated)	[ucd=?]
RAJ2000	DEJ2000	con	type
19 33 27.9987	 86.3190384	UMI 	I
19 37 45.7655	 86.3302155	UMI 	I
19 42 04.4111	 86.3413010	UMI 	I
19 46 23.8944	 86.3522873	UMI 	I
19 50 44.1672	 86.3631744	UMI 	I
19 55 05.3259	 86.3739548	UMI 	I
19 59 27.3225	 86.3846359	UMI 	I
20 03 50.1156	 86.3951950	UMI 	I
20 08 13.7735	 86.4056396	UMI 	I
20 12 38.2695	 86.4159622	UMI 	I
20 17 03.5617	 86.4261627	UMI 	I
20 21 29.7126	 86.4362335	UMI 	I
20 25 56.6871	 86.4461670	UMI 	I
20 30 24.4307	 86.4559631	UMI 	I
20 34 53.0328	 86.4656219	UMI 	O
20 33 19.5253	 86.6306305	UMI 	O
20 37 50.1186	 86.6401901	UMI 	I
20 42 21.5291	 86.6495972	UMI 	I
20 46 53.8183	 86.6588593	UMI 	I
20 51 26.9521	 86.6679611	UMI 	I
20 56 00.8757	 86.6768951	UMI 	I
21 00 35.6577	 86.6856689	UMI 	I
21 05 11.2495	 86.6942749	UMI 	I
21 09 47.6039	 86.7026978	UMI 	I
21 14 24.7956	 86.7109528	UMI 	I
21 19 02.7703	 86.7190170	UMI 	I
21 23 41.4729	 86.7269058	UMI 	I
21 28 20.9719	 86.7345963	UMI 	I
21 33 01.2125	 86.7420959	UMI 	I
21 37 42.1399	 86.7494049	UMI 	I
21 42 23.8295	 86.7565079	UMI 	I
21 47 06.2124	 86.7634048	UMI 	I
21 51 49.2408	 86.7701035	UMI 	I
21 56 32.9763	 86.7765884	UMI 	I
22 01 17.3575	 86.7828522	UMI 	I
22 06 02.3361	 86.7889099	UMI 	I
22 10 47.9601	 86.7947388	UMI 	I
22 15 34.1813	 86.8003540	UMI 	I
22 20 20.9245	 86.8057404	UMI 	I
22 25 08.2650	 86.8108902	UMI 	I
22 29 56.1343	 86.8158188	UMI 	I
22 34 44.4702	 86.8205109	UMI 	I
22 39 33.3353	 86.8249664	UMI 	I
22 44 22.6601	 86.8291855	UMI 	I
22 49 12.3697	 86.8331604	UMI 	I
22 54 02.5599	 86.8368912	UMI 	O
22 48 19.4501	 87.8347626	UMI 	I
22 37 02.6371	 88.6638870	UMI 	O
22 31 07.1472	 88.6592789	UMI 	I
22 25 13.3875	 88.6543808	UMI 	I
22 19 21.3168	 88.6492081	UMI 	I
22 13 31.0656	 88.6437454	UMI 	I
22 07 42.7509	 88.6380157	UMI 	I
22 01 56.3520	 88.6320190	UMI 	I
21 56 11.9721	 88.6257553	UMI 	I
21 50 29.7204	 88.6192322	UMI 	I
21 44 49.5492	 88.6124573	UMI 	I
21 39 11.5549	 88.6054382	UMI 	I
21 33 35.8197	 88.5981750	UMI 	I
21 28 02.3088	 88.5906830	UMI 	I
21 22 31.0851	 88.5829544	UMI 	I
21 17 02.2297	 88.5750122	UMI 	I
21 11 35.6817	 88.5668488	UMI 	I
21 06 11.4959	 88.5584717	UMI 	I
21 00 49.7541	 88.5498962	UMI 	I
20 55 30.3611	 88.5411148	UMI 	I
20 50 13.3782	 88.5321426	UMI 	I
20 44 58.8603	 88.5229950	UMI 	I
20 39 46.7111	 88.5136566	UMI 	I
20 34 36.9858	 88.5041504	UMI 	I
20 29 29.7327	 88.4944763	UMI 	I
20 24 24.8346	 88.4846344	UMI 	I
20 19 22.3399	 88.4746475	UMI 	I
20 14 22.2825	 88.4645081	UMI 	I
20 09 24.5599	 88.4542236	UMI 	I
20 04 29.2062	 88.4438019	UMI 	I
19 59 36.2353	 88.4332504	UMI 	I
19 54 45.5577	 88.4225693	UMI 	I
19 49 57.1872	 88.4117737	UMI 	I
19 45 11.1441	 88.4008636	UMI 	I
19 40 27.3195	 88.3898468	UMI 	I
19 35 45.7260	 88.3787231	UMI 	I
19 31 06.3919	 88.3675079	UMI 	I
19 26 29.1930	 88.3561935	UMI 	I
19 21 54.1569	 88.3447952	UMI 	I
19 17 21.2910	 88.3333130	UMI 	I
19 12 50.4781	 88.3217621	UMI 	I
19 08 21.7389	 88.3101349	UMI 	I
19 03 55.0731	 88.2984390	UMI 	I
18 59 30.3781	 88.2866821	UMI 	I
18 55 07.6605	 88.2748718	UMI 	I
18 50 46.9209	 88.2630081	UMI 	I
18 46 28.0621	 88.2510986	UMI 	I
18 42 11.0783	 88.2391434	UMI 	I
18 37 55.9895	 88.2271500	UMI 	I
18 33 42.6791	 88.2151260	UMI 	I
18 29 31.1539	 88.2030716	UMI 	I
18 25 21.4143	 88.1909866	UMI 	I
18 21 13.3704	 88.1788864	UMI 	I
18 17 07.0087	 88.1667633	UMI 	I
18 13 02.3502	 88.1546326	UMI 	I
18 08 59.2775	 88.1424942	UMI 	I
18 04 57.8118	 88.1303482	UMI 	I
18 00 57.9459	 88.1181946	UMI 	I
17 56 59.5839	 88.1060486	UMI 	I
17 53 02.7255	 88.0939102	UMI 	I
17 49 07.3848	 88.0817795	UMI 	I
17 45 13.4514	 88.0696564	UMI 	I
17 41 20.9465	 88.0575562	UMI 	I
17 37 29.8629	 88.0454712	UMI 	I
17 33 40.1043	 88.0334091	UMI 	I
17 29 51.6847	 88.0213776	UMI 	I
17 26 04.6179	 88.0093689	UMI 	I
17 22 18.7871	 87.9973984	UMI 	I
17 18 34.2198	 87.9854584	UMI 	I
17 14 50.9089	 87.9735565	UMI 	I
17 11 08.7720	 87.9617004	UMI 	I
17 07 27.8097	 87.9498825	UMI 	I
17 03 48.0420	 87.9381180	UMI 	I
17 00 09.3657	 87.9263992	UMI 	I
16 56 31.7955	 87.9147339	UMI 	I
16 52 55.3440	 87.9031219	UMI 	I
16 49 19.9161	 87.8915710	UMI 	I
16 45 45.5245	 87.8800812	UMI 	I
16 42 12.1770	 87.8686523	UMI 	I
16 38 39.7975	 87.8572845	UMI 	I
16 35 08.3793	 87.8459854	UMI 	I
16 31 37.9567	 87.8347549	UMI 	I
16 28 08.4270	 87.8236008	UMI 	I
16 24 39.8034	 87.8125229	UMI 	I
16 21 12.0999	 87.8015137	UMI 	I
16 17 45.2343	 87.7905884	UMI 	I
16 14 19.2271	 87.7797470	UMI 	I
16 10 54.0779	 87.7689819	UMI 	I
16 07 29.7117	 87.7583084	UMI 	I
16 04 06.1417	 87.7477188	UMI 	I
16 00 43.3821	 87.7372208	UMI 	I
15 57 21.3541	 87.7268066	UMI 	I
15 54 00.0673	 87.7164917	UMI 	I
15 50 39.5358	 87.7062683	UMI 	I
15 47 19.6911	 87.6961441	UMI 	I
15 44 00.5367	 87.6861191	UMI 	I
15 40 42.0960	 87.6761932	UMI 	I
15 37 24.2835	 87.6663742	UMI 	I
15 34 07.1238	 87.6566467	UMI 	I
15 30 50.6196	 87.6470337	UMI 	I
15 27 34.7094	 87.6375275	UMI 	I
15 24 19.4065	 87.6281281	UMI 	I
15 21 04.7153	 87.6188354	UMI 	I
15 17 50.5799	 87.6096573	UMI 	I
15 14 37.0043	 87.6005936	UMI 	I
15 11 24.0087	 87.5916443	UMI 	I
15 08 11.5213	 87.5828094	UMI 	I
15 04 59.5560	 87.5740967	UMI 	I
15 01 48.1296	 87.5654984	UMI 	I
14 58 37.1733	 87.5570221	UMI 	I
14 55 26.7049	 87.5486603	UMI 	I
14 52 16.7445	 87.5404282	UMI 	I
14 49 07.2131	 87.5323181	UMI 	I
14 45 58.1281	 87.5243378	UMI 	I
14 42 49.5201	 87.5164795	UMI 	I
14 39 41.3107	 87.5087509	UMI 	I
14 36 33.5167	 87.5011444	UMI 	I
14 33 26.1619	 87.4936752	UMI 	I
14 30 19.1747	 87.4863358	UMI 	I
14 27 12.5683	 87.4791260	UMI 	I
14 24 06.3705	 87.4720535	UMI 	I
14 21 00.5094	 87.4651108	UMI 	I
14 17 55.0017	 87.4583054	UMI 	I
14 14 49.8721	 87.4516373	UMI 	I
14 11 45.0477	 87.4451065	UMI 	I
14 08 40.5528	 87.4387131	UMI 	I
14 05 36.4013	 87.4324646	UMI 	I
14 02 32.5281	 87.4263458	UMI 	I
13 59 28.9569	 87.4203720	UMI 	I
13 56 25.7013	 87.4145432	UMI 	I
13 53 22.7001	 87.4088516	UMI 	I
13 50 19.9665	 87.4033051	UMI 	I
13 47 17.5283	 87.3979034	UMI 	I
13 44 15.3165	 87.3926468	UMI 	I
13 41 13.3519	 87.3875351	UMI 	I
13 38 11.6520	 87.3825684	UMI 	I
13 35 10.1577	 87.3777466	UMI 	I
13 32 08.8833	 87.3730774	UMI 	I
13 29 07.8493	 87.3685532	UMI 	I
13 26 06.9936	 87.3641815	UMI 	I
13 23 06.3373	 87.3599548	UMI 	I
13 20 05.8971	 87.3558807	UMI 	I
13 17 05.6115	 87.3519516	UMI 	I
13 14 05.5011	 87.3481827	UMI 	I
13 11 05.5827	 87.3445587	UMI 	I
13 08 05.8017	 87.3410873	UMI 	I
13 05 06.1685	 87.3377686	UMI 	I
13 02 06.7103	 87.3346024	UMI 	I
12 59 07.3619	 87.3315887	UMI 	I
12 56 08.1438	 87.3287354	UMI 	I
12 53 09.0737	 87.3260269	UMI 	I
12 50 10.0961	 87.3234787	UMI 	I
12 47 11.2247	 87.3210831	UMI 	I
12 44 12.4807	 87.3188477	UMI 	I
12 41 13.8051	 87.3167648	UMI 	I
12 38 15.2189	 87.3148346	UMI 	I
12 35 16.7359	 87.3130569	UMI 	I
12 32 18.3009	 87.3114471	UMI 	I
12 29 19.9341	 87.3099823	UMI 	I
12 26 21.6535	 87.3086777	UMI 	I
12 23 23.4006	 87.3075333	UMI 	I
12 20 25.1952	 87.3065414	UMI 	I
12 17 27.0521	 87.3057098	UMI 	I
12 14 28.9155	 87.3050308	UMI 	I
12 11 30.8065	 87.3045120	UMI 	I
12 08 32.7423	 87.3041534	UMI 	I
12 05 34.6643	 87.3039474	UMI 	I
12 02 36.5895	 87.3039017	UMI 	I
11 59 38.5389	 87.3040085	UMI 	I
11 56 40.4574	 87.3042755	UMI 	I
11 53 42.3585	 87.3047028	UMI 	I
11 50 44.2633	 87.3052826	UMI 	I
11 47 46.1166	 87.3060226	UMI 	I
11 44 47.9321	 87.3069153	UMI 	I
11 41 49.7339	 87.3079681	UMI 	I
11 38 51.4601	 87.3091812	UMI 	I
11 35 53.1315	 87.3105469	UMI 	I
11 32 54.7649	 87.3120728	UMI 	I
11 29 56.3025	 87.3137512	UMI 	I
11 26 57.7644	 87.3155823	UMI 	I
11 23 59.1677	 87.3175735	UMI 	I
11 21 00.4547	 87.3197250	UMI 	I
11 18 01.6452	 87.3220215	UMI 	I
11 15 02.7605	 87.3244781	UMI 	I
11 12 03.7347	 87.3270950	UMI 	I
11 09 04.5921	 87.3298569	UMI 	I
11 06 05.3471	 87.3327789	UMI 	I
11 03 05.9436	 87.3358536	UMI 	I
11 00 06.4029	 87.3390732	UMI 	I
10 57 06.7389	 87.3424530	UMI 	I
10 54 06.8925	 87.3459854	UMI 	I
10 51 06.8850	 87.3496704	UMI 	I
10 48 06.7331	 87.3535004	UMI 	I
10 45 06.3720	 87.3574905	UMI 	I
10 42 05.8287	 87.3616257	UMI 	I
10 39 05.1210	 87.3659058	UMI 	I
10 36 04.1865	 87.3703461	UMI 	I
10 33 03.0423	 87.3749237	UMI 	I
10 30 01.7064	 87.3796539	UMI 	I
10 27 00.1195	 87.3845367	UMI 	I
10 23 58.2990	 87.3895569	UMI 	I
10 20 56.2625	 87.3947296	UMI 	I
10 17 53.9513	 87.4000473	UMI 	I
10 14 51.3827	 87.4055023	UMI 	I
10 11 48.5700	 87.4111099	UMI 	I
10 08 45.4557	 87.4168549	UMI 	I
10 05 42.0594	 87.4227448	UMI 	I
10 02 38.3953	 87.4287720	UMI 	I
09 59 34.4019	 87.4349442	UMI 	I
09 56 30.0959	 87.4412537	UMI 	I
09 53 25.4979	 87.4477005	UMI 	I
09 50 20.5433	 87.4542847	UMI 	I
09 47 15.2451	 87.4610138	UMI 	I
09 44 09.6277	 87.4678726	UMI 	I
09 41 03.6222	 87.4748611	UMI 	I
09 37 57.2463	 87.4819946	UMI 	I
09 34 50.5197	 87.4892502	UMI 	I
09 31 43.3711	 87.4966431	UMI 	I
09 28 35.8241	 87.5041656	UMI 	I
09 25 27.8961	 87.5118179	UMI 	I
09 22 19.5150	 87.5195999	UMI 	I
09 19 10.7011	 87.5275116	UMI 	I
09 16 01.4718	 87.5355453	UMI 	I
09 12 51.7587	 87.5437012	UMI 	I
09 09 41.5785	 87.5519867	UMI 	I
09 06 30.9449	 87.5603867	UMI 	I
09 03 19.7931	 87.5689163	UMI 	O
08 46 46.0935	 86.5907669	UMI 	I
08 41 36.6601	 86.0975418	UMI 	O
08 45 09.1872	 86.0882416	UMI 	I
08 48 41.2441	 86.0790634	UMI 	I
08 52 12.9093	 86.0700073	UMI 	I
08 55 44.1559	 86.0610809	UMI 	I
08 59 14.9629	 86.0522766	UMI 	I
09 02 45.3991	 86.0436020	UMI 	I
09 06 15.4440	 86.0350647	UMI 	I
09 09 45.0771	 86.0266571	UMI 	I
09 13 14.3631	 86.0183792	UMI 	I
09 16 43.2887	 86.0102463	UMI 	I
09 20 11.8194	 86.0022430	UMI 	I
09 23 40.0344	 85.9943848	UMI 	I
09 27 07.9059	 85.9866638	UMI 	I
09 30 35.4103	 85.9790878	UMI 	I
09 34 02.6263	 85.9716492	UMI 	I
09 37 29.5194	 85.9643631	UMI 	I
09 40 56.0759	 85.9572220	UMI 	I
09 44 22.3617	 85.9502335	UMI 	I
09 47 48.3519	 85.9433899	UMI 	I
09 51 14.0259	 85.9366989	UMI 	I
09 54 39.4567	 85.9301605	UMI 	I
09 58 04.6161	 85.9237747	UMI 	I
10 01 29.4801	 85.9175415	UMI 	I
10 04 54.1211	 85.9114685	UMI 	I
10 08 18.5151	 85.9055481	UMI 	I
10 11 42.6375	 85.8997955	UMI 	I
10 15 06.5574	 85.8941956	UMI 	I
10 18 30.2544	 85.8887558	UMI 	I
10 21 53.7041	 85.8834763	UMI 	I
10 25 16.9716	 85.8783569	UMI 	I
10 28 40.0401	 85.8734055	UMI 	I
10 32 02.8821	 85.8686218	UMI 	I
10 35 25.5660	 85.8639984	UMI 	I
10 38 48.0717	 85.8595352	UMI 	I
10 42 10.3677	 85.8552475	UMI 	I
10 45 32.5299	 85.8511276	UMI 	I
10 48 54.5343	 85.8471680	UMI 	I
10 52 16.3563	 85.8433838	UMI 	I
10 55 38.0619	 85.8397751	UMI 	I
10 58 59.6301	 85.8363266	UMI 	I
11 02 21.0369	 85.8330536	UMI 	I
11 05 42.3477	 85.8299484	UMI 	I
11 09 03.5417	 85.8270187	UMI 	I
11 12 24.5985	 85.8242645	UMI 	I
11 15 45.5796	 85.8216782	UMI 	I
11 19 06.4647	 85.8192673	UMI 	I
11 22 27.2327	 85.8170319	UMI 	I
11 25 47.9460	 85.8149719	UMI 	I
11 29 08.5841	 85.8130875	UMI 	I
11 32 29.1221	 85.8113785	UMI 	I
11 35 49.6263	 85.8098373	UMI 	I
11 39 10.0785	 85.8084793	UMI 	I
11 42 30.4485	 85.8072968	UMI 	I
11 45 50.8083	 85.8062897	UMI 	I
11 49 11.1339	 85.8054581	UMI 	I
11 52 31.4007	 85.8048019	UMI 	I
11 55 51.6745	 85.8043289	UMI 	I
11 59 11.9349	 85.8040237	UMI 	I
12 02 32.1605	 85.8039017	UMI 	I
12 05 52.4105	 85.8039551	UMI 	I
12 09 12.6673	 85.8041840	UMI 	I
12 12 32.9033	 85.8045883	UMI 	I
12 15 53.1911	 85.8051758	UMI 	I
12 19 13.5027	 85.8059387	UMI 	I
12 22 33.8178	 85.8068695	UMI 	I
12 25 54.2049	 85.8079834	UMI 	I
12 29 14.6331	 85.8092728	UMI 	I
12 32 35.0859	 85.8107376	UMI 	I
12 35 55.6275	 85.8123856	UMI 	I
12 39 16.2378	 85.8142014	UMI 	I
12 42 36.8928	 85.8161926	UMI 	I
12 45 57.6543	 85.8183594	UMI 	I
12 49 18.5016	 85.8206940	UMI 	I
12 52 39.4140	 85.8232117	UMI 	I
12 56 00.4567	 85.8258972	UMI 	I
12 59 21.6096	 85.8287582	UMI 	I
13 02 42.8413	 85.8317947	UMI 	I
13 06 04.2279	 85.8349991	UMI 	I
13 09 25.7443	 85.8383789	UMI 	I
13 12 47.3641	 85.8419189	UMI 	I
13 16 09.1557	 85.8456421	UMI 	I
13 19 31.0980	 85.8495255	UMI 	I
13 22 53.1675	 85.8535843	UMI 	I
13 26 15.4291	 85.8578033	UMI 	I
13 29 37.8625	 85.8621979	UMI 	I
13 33 00.4435	 85.8667526	UMI 	I
13 36 23.2373	 85.8714752	UMI 	I
13 39 46.2269	 85.8763580	UMI 	I
13 43 09.3813	 85.8814087	UMI 	I
13 46 32.7759	 85.8866272	UMI 	I
13 49 56.3873	 85.8919983	UMI 	I
13 53 20.1869	 85.8975372	UMI 	I
13 56 44.2479	 85.9032288	UMI 	I
14 00 08.5417	 85.9090881	UMI 	I
14 03 33.0523	 85.9151001	UMI 	I
14 06 57.8477	 85.9212646	UMI 	I
14 10 22.9008	 85.9275894	UMI 	I
14 12 05.5098	 85.9308090	UMI 	O
14 16 53.9933	 84.9353485	UMI 	I
14 20 07.8439	 83.9383926	UMI 	I
14 22 27.0887	 82.9405746	UMI 	I
14 24 11.9841	 81.9422226	UMI 	I
14 25 33.8837	 80.9435120	UMI 	I
14 26 39.6333	 79.9445419	UMI 	I
14 27 07.8855	 79.4449844	UMI 	O
14 23 20.6265	 79.4379272	UMI 	I
14 19 33.5388	 79.4310379	UMI 	I
14 15 46.5545	 79.4243088	UMI 	I
14 11 59.7041	 79.4177475	UMI 	I
14 08 13.0149	 79.4113617	UMI 	I
14 04 26.4183	 79.4051437	UMI 	I
14 00 39.9420	 79.3991013	UMI 	I
13 56 53.6169	 79.3932266	UMI 	I
13 53 07.3705	 79.3875351	UMI 	I
13 49 21.2376	 79.3820190	UMI 	I
13 45 35.2455	 79.3766785	UMI 	I
13 41 49.3253	 79.3715210	UMI 	I
13 38 03.5016	 79.3665466	UMI 	I
13 35 14.2055	 79.3629303	UMI 	O
13 35 46.7423	 78.3632813	UMI 	I
13 36 14.1945	 77.3635635	UMI 	I
13 36 37.6845	 76.3638153	UMI 	O
08 57 20.7324	-56.9828529	VEL 	I
09 01 23.8461	-56.9915848	VEL 	I
09 05 26.9841	-57.0001678	VEL 	I
09 09 30.2112	-57.0085945	VEL 	I
09 13 33.4963	-57.0168686	VEL 	I
09 17 36.7991	-57.0249825	VEL 	I
09 21 40.1907	-57.0329361	VEL 	I
09 25 43.6339	-57.0407257	VEL 	I
09 29 47.0943	-57.0483475	VEL 	I
09 33 50.6409	-57.0558014	VEL 	I
09 37 54.2352	-57.0630836	VEL 	I
09 41 57.8433	-57.0701942	VEL 	I
09 46 01.5373	-57.0771294	VEL 	I
09 50 05.2725	-57.0838852	VEL 	I
09 54 09.0177	-57.0904579	VEL 	I
09 58 12.8489	-57.0968552	VEL 	I
10 02 16.7147	-57.1030617	VEL 	I
10 06 20.5869	-57.1090851	VEL 	I
10 10 24.5385	-57.1149216	VEL 	I
10 14 28.5241	-57.1205673	VEL 	I
10 18 32.5134	-57.1260223	VEL 	I
10 22 36.5747	-57.1312828	VEL 	I
10 26 40.6701	-57.1363449	VEL 	I
10 30 44.7624	-57.1412125	VEL 	I
10 34 48.9267	-57.1458855	VEL 	I
10 38 53.1186	-57.1503563	VEL 	I
10 42 57.3033	-57.1546211	VEL 	I
10 47 01.5569	-57.1586876	VEL 	I
10 51 05.8345	-57.1625519	VEL 	I
10 55 10.1017	-57.1662064	VEL 	I
10 59 14.4273	-57.1696587	VEL 	I
11 03 18.7769	-57.1729012	VEL 	I
11 05 20.9415	-57.1744423	VEL 	O
11 05 23.3106	-56.1744576	VEL 	I
11 05 25.5627	-55.1744690	VEL 	I
11 05 27.7015	-54.1744843	VEL 	I
11 05 29.7409	-53.1744957	VEL 	I
11 05 31.6842	-52.1745071	VEL 	I
11 05 33.5451	-51.1745224	VEL 	I
11 05 35.3267	-50.1745338	VEL 	I
11 05 37.0367	-49.1745415	VEL 	I
11 05 38.6743	-48.1745529	VEL 	I
11 05 40.2533	-47.1745644	VEL 	I
11 05 41.7711	-46.1745720	VEL 	I
11 05 43.2369	-45.1745834	VEL 	I
11 05 44.6514	-44.1745911	VEL 	I
11 05 46.0212	-43.1745987	VEL 	I
11 05 47.3431	-42.1746063	VEL 	I
11 05 48.6237	-41.1746140	VEL 	I
11 05 49.5611	-40.4246216	VEL 	O
11 01 47.1681	-40.4215088	VEL 	I
10 57 44.8200	-40.4181862	VEL 	I
10 53 42.4515	-40.4146614	VEL 	I
10 49 40.0929	-40.4109306	VEL 	I
10 45 37.7859	-40.4070015	VEL 	I
10 41 35.4585	-40.4028664	VEL 	I
10 37 33.1449	-40.3985291	VEL 	I
10 33 30.8859	-40.3939934	VEL 	I
10 29 28.6065	-40.3892632	VEL 	I
10 25 26.3478	-40.3843346	VEL 	I
10 21 24.1405	-40.3792076	VEL 	I
10 17 21.9123	-40.3738937	VEL 	I
10 13 19.7087	-40.3683815	VEL 	I
10 09 17.5629	-40.3626862	VEL 	I
10 05 15.4003	-40.3568001	VEL 	I
10 01 13.2618	-40.3507271	VEL 	I
09 57 11.1813	-40.3444672	VEL 	I
09 53 09.0873	-40.3380280	VEL 	I
09 49 07.0173	-40.3314095	VEL 	I
09 45 05.0091	-40.3246117	VEL 	I
09 41 02.9871	-40.3176384	VEL 	I
09 37 00.9927	-40.3104897	VEL 	I
09 32 59.0601	-40.3031693	VEL 	I
09 28 57.1170	-40.2956810	VEL 	I
09 26 56.1747	-40.2918739	VEL 	O
09 26 59.2645	-39.2919197	VEL 	I
09 27 02.2651	-38.2919693	VEL 	I
09 27 05.1837	-37.2920151	VEL 	O
09 23 03.4775	-37.2842827	VEL 	I
09 19 01.7987	-37.2763863	VEL 	I
09 15 00.1785	-37.2683296	VEL 	I
09 10 58.5513	-37.2601128	VEL 	I
09 06 56.9484	-37.2517395	VEL 	I
09 02 55.4103	-37.2432137	VEL 	I
08 58 53.8623	-37.2345390	VEL 	I
08 54 52.3451	-37.2257156	VEL 	I
08 50 50.8963	-37.2167473	VEL 	I
08 46 49.4375	-37.2076340	VEL 	I
08 42 48.0060	-37.1983795	VEL 	I
08 38 46.6469	-37.1889954	VEL 	I
08 34 45.2773	-37.1794701	VEL 	I
08 30 43.9419	-37.1698189	VEL 	I
08 26 42.6717	-37.1600380	VEL 	O
08 26 38.9227	-38.1599617	VEL 	I
08 26 35.0671	-39.1598816	VEL 	I
08 26 31.1017	-40.1598015	VEL 	I
08 26 27.0197	-41.1597214	VEL 	I
08 26 22.8073	-42.1596298	VEL 	I
08 26 18.4643	-43.1595459	VEL 	I
08 26 17.3551	-43.4095192	VEL 	O
08 22 15.7692	-43.3996010	VEL 	I
08 18 14.2211	-43.3895607	VEL 	I
08 14 12.7485	-43.3794022	VEL 	I
08 10 11.2861	-43.3691254	VEL 	I
08 06 09.8615	-43.3587379	VEL 	I
08 04 09.1869	-43.3535042	VEL 	O
08 04 04.3701	-44.3534012	VEL 	I
08 03 59.3853	-45.3532944	VEL 	I
08 03 54.2250	-46.3531799	VEL 	I
08 03 48.8693	-47.3530655	VEL 	I
08 03 43.3041	-48.3529434	VEL 	I
08 03 37.5189	-49.3528175	VEL 	I
08 03 31.4935	-50.3526878	VEL 	I
08 03 26.8074	-51.1025848	VEL 	O
08 07 28.6371	-51.1130447	VEL 	I
08 11 30.4908	-51.1233940	VEL 	I
08 13 31.4709	-51.1285286	VEL 	O
08 13 25.1433	-52.1283951	VEL 	I
08 13 18.5275	-53.1282539	VEL 	I
08 13 16.8279	-53.3782196	VEL 	O
08 17 18.9255	-53.3884048	VEL 	I
08 21 21.1158	-53.3984718	VEL 	I
08 25 23.3641	-53.4084206	VEL 	I
08 29 25.6369	-53.4182396	VEL 	I
08 30 26.2299	-53.4206772	VEL 	O
08 30 19.5624	-54.4205437	VEL 	I
08 30 16.1085	-54.9204712	VEL 	O
08 34 18.6147	-54.9301414	VEL 	I
08 38 21.1481	-54.9396782	VEL 	I
08 42 23.7744	-54.9490776	VEL 	I
08 46 26.4555	-54.9583435	VEL 	I
08 50 29.1606	-54.9674683	VEL 	I
08 53 31.2417	-54.9742203	VEL 	O
08 53 24.6329	-55.9740982	VEL 	I
08 53 17.6773	-56.9739723	VEL 	O
11 37 22.4814	 -5.6916928	VIR 	I
11 37 22.8144	 -4.6916943	VIR 	I
11 37 23.1438	 -3.6916952	VIR 	I
11 37 23.4699	 -2.6916959	VIR 	I
11 37 23.7997	 -1.6916969	VIR 	I
11 37 24.1259	 -0.6916979	VIR 	O
11 37 24.4553	  0.3083012	VIR 	I
11 37 24.7815	  1.3083003	VIR 	I
11 37 25.1112	  2.3082993	VIR 	I
11 37 25.4373	  3.3082983	VIR 	I
11 37 25.7667	  4.3082972	VIR 	I
11 37 26.0965	  5.3082967	VIR 	I
11 37 26.4295	  6.3082957	VIR 	I
11 37 26.7589	  7.3082948	VIR 	I
11 37 27.0919	  8.3082943	VIR 	I
11 37 27.4285	  9.3082924	VIR 	I
11 37 27.7651	 10.3082914	VIR 	O
11 41 27.1983	 10.3070354	VIR 	I
11 45 26.6623	 10.3059893	VIR 	I
11 49 26.1300	 10.3051548	VIR 	I
11 53 25.5599	 10.3045311	VIR 	I
11 57 25.0239	 10.3041182	VIR 	I
11 58 24.8963	 10.3040485	VIR 	O
11 58 24.9615	 11.3040485	VIR 	I
11 58 25.0233	 12.3040485	VIR 	I
11 58 25.0885	 13.3040485	VIR 	O
12 02 24.3603	 13.3039007	VIR 	I
12 06 23.6631	 13.3039637	VIR 	I
12 10 22.9695	 13.3042393	VIR 	I
12 14 22.2378	 13.3047247	VIR 	I
12 18 21.5442	 13.3054228	VIR 	I
12 22 20.8506	 13.3063307	VIR 	I
12 26 20.1225	 13.3074493	VIR 	I
12 30 19.4285	 13.3087788	VIR 	I
12 34 18.7385	 13.3103180	VIR 	I
12 38 18.0135	 13.3120670	VIR 	I
12 42 17.3268	 13.3140249	VIR 	I
12 46 16.6433	 13.3161907	VIR 	I
12 50 15.9291	 13.3185644	VIR 	I
12 54 15.2457	 13.3211451	VIR 	I
12 56 14.8866	 13.3225126	VIR 	O
12 56 14.1759	 14.3225088	VIR 	O
13 00 13.4478	 14.3253975	VIR 	I
13 04 12.7200	 14.3284922	VIR 	I
13 08 11.9609	 14.3317900	VIR 	I
13 12 11.2431	 14.3352909	VIR 	I
13 16 10.5323	 14.3389931	VIR 	I
13 20 09.7836	 14.3428965	VIR 	I
13 24 09.0759	 14.3470001	VIR 	I
13 28 08.3719	 14.3513012	VIR 	I
13 32 07.6373	 14.3557997	VIR 	I
13 36 06.9433	 14.3604937	VIR 	O
13 36 08.1655	 13.3605051	VIR 	I
13 36 09.3777	 12.3605175	VIR 	I
13 36 10.5825	 11.3605299	VIR 	I
13 36 11.7807	 10.3605413	VIR 	I
